resume,job_description,role,matched_skills,label,match_level
"Candidate applying for Data Scientist.

Education:
Master's degree in Artificial Intelligence

Experience:
6 months internship

Technical Skills:
Machine Learning, SQL, NumPy, TensorFlow, Data Visualization, Scikit-learn, Pandas

Soft Skills:
Analytical Thinking, Problem Solving

Completed several projects related to Data Scientist.","We are hiring a Data Scientist.

Required Skills:
Machine Learning, SQL, NumPy, TensorFlow, Data Visualization, Scikit-learn, Pandas

Preferred Soft Skills:
Communication, Time Management

The candidate should work on real-world projects and collaborate
with team members.",Data Scientist,"Machine Learning, SQL, NumPy, TensorFlow, Data Visualization, Scikit-learn, Pandas",2,Strong Match
"Candidate applying for Cybersecurity Analyst.

Education:
Bachelor's degree in Computer Science

Experience:
6 months internship

Technical Skills:
Risk Assessment, Penetration Testing, Ethical Hacking, Incident Response, SIEM, Cryptography, Linux

Soft Skills:
Critical Thinking, Time Management

Completed several projects related to Cybersecurity Analyst.","We are hiring a Data Scientist.

Required Skills:
Pandas, NumPy, Data Visualization, TensorFlow, Statistics, SQL, Deep Learning

Preferred Soft Skills:
Communication, Teamwork

The candidate should work on real-world projects and collaborate
with team members.",Cybersecurity Analyst,,0,Weak Match
"Candidate applying for Cybersecurity Analyst.

Education:
Bachelor's degree in Computer Science

Experience:
1 year experience

Technical Skills:
Risk Assessment, SIEM, Python, Linux, Firewall, Penetration Testing, Cryptography

Soft Skills:
Analytical Thinking, Leadership

Completed several projects related to Cybersecurity Analyst.","We are hiring a Cybersecurity Analyst.

Required Skills:
Risk Assessment, SIEM, Python, Linux, Firewall, Penetration Testing, Cryptography

Preferred Soft Skills:
Critical Thinking, Problem Solving

The candidate should work on real-world projects and collaborate
with team members.",Cybersecurity Analyst,"Risk Assessment, SIEM, Python, Linux, Firewall, Penetration Testing, Cryptography",2,Strong Match
"Candidate applying for Data Scientist.

Education:
Bachelor's degree in Information Technology

Experience:
6 months internship

Technical Skills:
Pandas, Python, NumPy, TensorFlow, Data Visualization, SQL, Deep Learning

Soft Skills:
Leadership, Analytical Thinking

Completed several projects related to Data Scientist.","We are hiring a Data Scientist.

Required Skills:
Pandas, Python, NumPy, TensorFlow, Data Visualization, SQL, Deep Learning

Preferred Soft Skills:
Teamwork, Analytical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Data Scientist,"Pandas, Python, NumPy, TensorFlow, Data Visualization, SQL, Deep Learning",2,Strong Match
"Candidate applying for AI Engineer.

Education:
Master's degree in Artificial Intelligence

Experience:
6 months internship

Technical Skills:
LLM, Computer Vision, Deep Learning, NLP, FastAPI, Python, Docker

Soft Skills:
Analytical Thinking, Leadership

Completed several projects related to AI Engineer.","We are hiring a AI Engineer.

Required Skills:
LLM, Computer Vision, Deep Learning, NLP, FastAPI, Python, Docker

Preferred Soft Skills:
Teamwork, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",AI Engineer,"LLM, Computer Vision, Deep Learning, NLP, FastAPI, Python, Docker",2,Strong Match
"Candidate applying for Software Engineer.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
2 years experience

Technical Skills:
C++, REST API, Data Structures, Python, OOP

Soft Skills:
Leadership, Analytical Thinking

Completed several projects related to Software Engineer.","We are hiring a Software Engineer.

Required Skills:
C++, REST API, Data Structures, Python, Algorithms, Git, OOP

Preferred Soft Skills:
Problem Solving, Communication

The candidate should work on real-world projects and collaborate
with team members.",Software Engineer,"C++, REST API, Data Structures, Python",1,Medium Match
"Candidate applying for Cybersecurity Analyst.

Education:
Master's degree in Artificial Intelligence

Experience:
1 year experience

Technical Skills:
Cryptography, Penetration Testing, Python, Incident Response, SIEM, Firewall, Network Security

Soft Skills:
Communication, Teamwork

Completed several projects related to Cybersecurity Analyst.","We are hiring a Cloud Engineer.

Required Skills:
Docker, AWS, Terraform, CI/CD, Networking, Linux, Kubernetes

Preferred Soft Skills:
Leadership, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Cybersecurity Analyst,,0,Weak Match
"Candidate applying for Data Analyst.

Education:
Master's degree in Artificial Intelligence

Experience:
Fresher

Technical Skills:
Statistics, Tableau, Excel, SQL, Business Intelligence, Power BI, Python

Soft Skills:
Teamwork, Problem Solving

Completed several projects related to Data Analyst.","We are hiring a Cloud Engineer.

Required Skills:
Python, CI/CD, Docker, Networking, DevOps, Azure, Terraform

Preferred Soft Skills:
Leadership, Communication

The candidate should work on real-world projects and collaborate
with team members.",Data Analyst,,0,Weak Match
"Candidate applying for Software Engineer.

Education:
Bachelor's degree in Engineering

Experience:
3 years experience

Technical Skills:
Data Structures, Testing, Git, OOP, C++, Algorithms, Python

Soft Skills:
Leadership, Analytical Thinking

Completed several projects related to Software Engineer.","We are hiring a Software Engineer.

Required Skills:
Data Structures, Testing, Git, OOP, C++, Algorithms, Python

Preferred Soft Skills:
Analytical Thinking, Time Management

The candidate should work on real-world projects and collaborate
with team members.",Software Engineer,"Data Structures, Testing, Git, OOP, C++, Algorithms, Python",2,Strong Match
"Candidate applying for Cybersecurity Analyst.

Education:
Bachelor's degree in Information Technology

Experience:
2 years experience

Technical Skills:
Linux, Risk Assessment, Network Security, Cryptography, Ethical Hacking

Soft Skills:
Time Management, Leadership

Completed several projects related to Cybersecurity Analyst.","We are hiring a Cybersecurity Analyst.

Required Skills:
Linux, Risk Assessment, Network Security, Cryptography, Python, Firewall, Penetration Testing

Preferred Soft Skills:
Time Management, Teamwork

The candidate should work on real-world projects and collaborate
with team members.",Cybersecurity Analyst,"Linux, Risk Assessment, Network Security, Cryptography",1,Medium Match
"Candidate applying for AI Engineer.

Education:
Bachelor's degree in Data Science

Experience:
3 years experience

Technical Skills:
Computer Vision, LLM, Docker, Transformers, Python

Soft Skills:
Critical Thinking, Time Management

Completed several projects related to AI Engineer.","We are hiring a AI Engineer.

Required Skills:
Computer Vision, LLM, Docker, Transformers, Python, NLP, PyTorch

Preferred Soft Skills:
Problem Solving, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",AI Engineer,"Computer Vision, LLM, Docker, Transformers",1,Medium Match
"Candidate applying for Web Developer.

Education:
Bachelor's degree in Information Technology

Experience:
Fresher

Technical Skills:
Bootstrap, MongoDB, REST API, Express, CSS, React, Node.js

Soft Skills:
Time Management, Analytical Thinking

Completed several projects related to Web Developer.","We are hiring a Web Developer.

Required Skills:
Bootstrap, MongoDB, REST API, Express, CSS, React, Node.js

Preferred Soft Skills:
Teamwork, Communication

The candidate should work on real-world projects and collaborate
with team members.",Web Developer,"Bootstrap, MongoDB, REST API, Express, CSS, React, Node.js",2,Strong Match
"Candidate applying for Data Analyst.

Education:
Bachelor's degree in Engineering

Experience:
3 years experience

Technical Skills:
SQL, Business Intelligence, Statistics, Reporting, Power BI

Soft Skills:
Problem Solving, Teamwork

Completed several projects related to Data Analyst.","We are hiring a Data Analyst.

Required Skills:
SQL, Business Intelligence, Statistics, Reporting, Data Cleaning, Python, Power BI

Preferred Soft Skills:
Problem Solving, Time Management

The candidate should work on real-world projects and collaborate
with team members.",Data Analyst,"SQL, Business Intelligence, Statistics, Reporting",1,Medium Match
"Candidate applying for Cloud Engineer.

Education:
Bachelor's degree in Information Technology

Experience:
Fresher

Technical Skills:
Docker, DevOps, Python, Linux, AWS, Terraform, Azure

Soft Skills:
Problem Solving, Communication

Completed several projects related to Cloud Engineer.","We are hiring a Cloud Engineer.

Required Skills:
Docker, DevOps, Python, Linux, AWS, Terraform, Azure

Preferred Soft Skills:
Communication, Leadership

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,"Docker, DevOps, Python, Linux, AWS, Terraform, Azure",2,Strong Match
"Candidate applying for Software Engineer.

Education:
Bachelor's degree in Computer Science

Experience:
3 years experience

Technical Skills:
Algorithms, OOP, C++, Debugging, Java, Testing, Data Structures

Soft Skills:
Teamwork, Critical Thinking

Completed several projects related to Software Engineer.","We are hiring a Cybersecurity Analyst.

Required Skills:
Ethical Hacking, Incident Response, Network Security, Penetration Testing, Linux, Python, Firewall

Preferred Soft Skills:
Critical Thinking, Communication

The candidate should work on real-world projects and collaborate
with team members.",Software Engineer,,0,Weak Match
"Candidate applying for AI Engineer.

Education:
Bachelor's degree in Data Science

Experience:
Fresher

Technical Skills:
Deep Learning, NLP, Python, TensorFlow, LLM, Transformers, Docker

Soft Skills:
Communication, Teamwork

Completed several projects related to AI Engineer.","We are hiring a Web Developer.

Required Skills:
HTML, React, Node.js, CSS, MongoDB, JavaScript, Bootstrap

Preferred Soft Skills:
Analytical Thinking, Teamwork

The candidate should work on real-world projects and collaborate
with team members.",AI Engineer,,0,Weak Match
"Candidate applying for Data Scientist.

Education:
Bachelor's degree in Data Science

Experience:
1 year experience

Technical Skills:
Python, Pandas, SQL, TensorFlow, Statistics, Scikit-learn, NumPy

Soft Skills:
Leadership, Teamwork

Completed several projects related to Data Scientist.","We are hiring a Data Scientist.

Required Skills:
Python, Pandas, SQL, TensorFlow, Statistics, Scikit-learn, NumPy

Preferred Soft Skills:
Leadership, Problem Solving

The candidate should work on real-world projects and collaborate
with team members.",Data Scientist,"Python, Pandas, SQL, TensorFlow, Statistics, Scikit-learn, NumPy",2,Strong Match
"Candidate applying for Software Engineer.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
1 year experience

Technical Skills:
Python, Data Structures, Testing, Debugging, OOP, Java, C++

Soft Skills:
Communication, Teamwork

Completed several projects related to Software Engineer.","We are hiring a Cloud Engineer.

Required Skills:
Docker, DevOps, Terraform, Python, Kubernetes, Linux, AWS

Preferred Soft Skills:
Communication, Analytical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Software Engineer,,0,Weak Match
"Candidate applying for AI Engineer.

Education:
Bachelor's degree in Engineering

Experience:
1 year experience

Technical Skills:
Computer Vision, FastAPI, Deep Learning, Transformers, PyTorch

Soft Skills:
Analytical Thinking, Problem Solving

Completed several projects related to AI Engineer.","We are hiring a AI Engineer.

Required Skills:
Computer Vision, FastAPI, Deep Learning, Transformers, TensorFlow, Python, NLP

Preferred Soft Skills:
Teamwork, Leadership

The candidate should work on real-world projects and collaborate
with team members.",AI Engineer,"Computer Vision, FastAPI, Deep Learning, Transformers",1,Medium Match
"Candidate applying for Cybersecurity Analyst.

Education:
Bachelor's degree in Data Science

Experience:
Fresher

Technical Skills:
Penetration Testing, Linux, Incident Response, Cryptography, Network Security, Risk Assessment, SIEM

Soft Skills:
Problem Solving, Critical Thinking

Completed several projects related to Cybersecurity Analyst.","We are hiring a Cybersecurity Analyst.

Required Skills:
Penetration Testing, Linux, Incident Response, Cryptography, Network Security, Risk Assessment, SIEM

Preferred Soft Skills:
Analytical Thinking, Communication

The candidate should work on real-world projects and collaborate
with team members.",Cybersecurity Analyst,"Penetration Testing, Linux, Incident Response, Cryptography, Network Security, Risk Assessment, SIEM",2,Strong Match
"Candidate applying for Data Scientist.

Education:
Bachelor's degree in Data Science

Experience:
3 years experience

Technical Skills:
SQL, Deep Learning, TensorFlow, Machine Learning, Data Visualization, Statistics, Python

Soft Skills:
Critical Thinking, Communication

Completed several projects related to Data Scientist.","We are hiring a Data Scientist.

Required Skills:
SQL, Deep Learning, TensorFlow, Machine Learning, Data Visualization, Statistics, Python

Preferred Soft Skills:
Communication, Time Management

The candidate should work on real-world projects and collaborate
with team members.",Data Scientist,"SQL, Deep Learning, TensorFlow, Machine Learning, Data Visualization, Statistics, Python",2,Strong Match
"Candidate applying for Software Engineer.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
Fresher

Technical Skills:
Debugging, Algorithms, C++, Python, Git, REST API, Testing

Soft Skills:
Communication, Leadership

Completed several projects related to Software Engineer.","We are hiring a Software Engineer.

Required Skills:
Debugging, Algorithms, C++, Python, Git, REST API, Testing

Preferred Soft Skills:
Teamwork, Communication

The candidate should work on real-world projects and collaborate
with team members.",Software Engineer,"Debugging, Algorithms, C++, Python, Git, REST API, Testing",2,Strong Match
"Candidate applying for Cybersecurity Analyst.

Education:
Bachelor's degree in Computer Science

Experience:
1 year experience

Technical Skills:
Ethical Hacking, Penetration Testing, Python, Cryptography, Incident Response, Firewall, Network Security

Soft Skills:
Critical Thinking, Teamwork

Completed several projects related to Cybersecurity Analyst.","We are hiring a AI Engineer.

Required Skills:
NLP, Computer Vision, Docker, Transformers, Deep Learning, TensorFlow, LLM

Preferred Soft Skills:
Analytical Thinking, Leadership

The candidate should work on real-world projects and collaborate
with team members.",Cybersecurity Analyst,,0,Weak Match
"Candidate applying for Cloud Engineer.

Education:
Bachelor's degree in Computer Science

Experience:
1 year experience

Technical Skills:
CI/CD, Terraform, Networking, Linux, Kubernetes, Python, AWS

Soft Skills:
Problem Solving, Communication

Completed several projects related to Cloud Engineer.","We are hiring a Cloud Engineer.

Required Skills:
CI/CD, Terraform, Networking, Linux, Kubernetes, Python, AWS

Preferred Soft Skills:
Critical Thinking, Analytical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,"CI/CD, Terraform, Networking, Linux, Kubernetes, Python, AWS",2,Strong Match
"Candidate applying for Cloud Engineer.

Education:
Bachelor's degree in Data Science

Experience:
3 years experience

Technical Skills:
Linux, Networking, Terraform, AWS, CI/CD, DevOps, Docker

Soft Skills:
Problem Solving, Communication

Completed several projects related to Cloud Engineer.","We are hiring a Cloud Engineer.

Required Skills:
Linux, Networking, Terraform, AWS, CI/CD, DevOps, Docker

Preferred Soft Skills:
Analytical Thinking, Time Management

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,"Linux, Networking, Terraform, AWS, CI/CD, DevOps, Docker",2,Strong Match
"Candidate applying for Cloud Engineer.

Education:
Bachelor's degree in Information Technology

Experience:
1 year experience

Technical Skills:
DevOps, CI/CD, Azure, AWS, Linux, Docker, Kubernetes

Soft Skills:
Time Management, Teamwork

Completed several projects related to Cloud Engineer.","We are hiring a Cloud Engineer.

Required Skills:
DevOps, CI/CD, Azure, AWS, Linux, Docker, Kubernetes

Preferred Soft Skills:
Teamwork, Time Management

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,"DevOps, CI/CD, Azure, AWS, Linux, Docker, Kubernetes",2,Strong Match
"Candidate applying for AI Engineer.

Education:
Bachelor's degree in Engineering

Experience:
2 years experience

Technical Skills:
Deep Learning, LLM, FastAPI, Docker, PyTorch, TensorFlow, Python

Soft Skills:
Analytical Thinking, Time Management

Completed several projects related to AI Engineer.","We are hiring a AI Engineer.

Required Skills:
Deep Learning, LLM, FastAPI, Docker, PyTorch, TensorFlow, Python

Preferred Soft Skills:
Problem Solving, Analytical Thinking

The candidate should work on real-world projects and collaborate
with team members.",AI Engineer,"Deep Learning, LLM, FastAPI, Docker, PyTorch, TensorFlow, Python",2,Strong Match
"Candidate applying for Software Engineer.

Education:
Bachelor's degree in Data Science

Experience:
2 years experience

Technical Skills:
C++, OOP, Java, Testing, Algorithms, Python, Git

Soft Skills:
Time Management, Analytical Thinking

Completed several projects related to Software Engineer.","We are hiring a Data Scientist.

Required Skills:
Deep Learning, Python, Pandas, Scikit-learn, Statistics, SQL, Data Visualization

Preferred Soft Skills:
Communication, Time Management

The candidate should work on real-world projects and collaborate
with team members.",Software Engineer,,0,Weak Match
"Candidate applying for Software Engineer.

Education:
Bachelor's degree in Engineering

Experience:
3 years experience

Technical Skills:
Data Structures, Algorithms, OOP, Java, C++, Testing, Python

Soft Skills:
Communication, Leadership

Completed several projects related to Software Engineer.","We are hiring a Data Scientist.

Required Skills:
Machine Learning, TensorFlow, Deep Learning, Statistics, Pandas, Scikit-learn, Data Visualization

Preferred Soft Skills:
Critical Thinking, Teamwork

The candidate should work on real-world projects and collaborate
with team members.",Software Engineer,,0,Weak Match
"Candidate applying for Cloud Engineer.

Education:
Bachelor's degree in Engineering

Experience:
1 year experience

Technical Skills:
Kubernetes, Docker, AWS, Azure, Linux

Soft Skills:
Leadership, Time Management

Completed several projects related to Cloud Engineer.","We are hiring a Cloud Engineer.

Required Skills:
Kubernetes, Docker, AWS, Azure, Networking, Terraform, Python

Preferred Soft Skills:
Leadership, Problem Solving

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,"Kubernetes, Docker, AWS, Azure",1,Medium Match
"Candidate applying for AI Engineer.

Education:
Master's degree in Artificial Intelligence

Experience:
1 year experience

Technical Skills:
FastAPI, LLM, PyTorch, NLP, Python, Transformers, Docker

Soft Skills:
Problem Solving, Leadership

Completed several projects related to AI Engineer.","We are hiring a Data Analyst.

Required Skills:
Tableau, Business Intelligence, Statistics, Reporting, Power BI, Excel, Data Cleaning

Preferred Soft Skills:
Problem Solving, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",AI Engineer,,0,Weak Match
"Candidate applying for Data Scientist.

Education:
Bachelor's degree in Computer Science

Experience:
1 year experience

Technical Skills:
NumPy, Data Visualization, Scikit-learn, Deep Learning, Machine Learning, TensorFlow, Statistics

Soft Skills:
Leadership, Teamwork

Completed several projects related to Data Scientist.","We are hiring a Data Scientist.

Required Skills:
NumPy, Data Visualization, Scikit-learn, Deep Learning, Machine Learning, TensorFlow, Statistics

Preferred Soft Skills:
Teamwork, Leadership

The candidate should work on real-world projects and collaborate
with team members.",Data Scientist,"NumPy, Data Visualization, Scikit-learn, Deep Learning, Machine Learning, TensorFlow, Statistics",2,Strong Match
"Candidate applying for Cybersecurity Analyst.

Education:
Bachelor's degree in Information Technology

Experience:
Fresher

Technical Skills:
Ethical Hacking, Incident Response, Linux, Cryptography, Risk Assessment, SIEM, Python

Soft Skills:
Leadership, Critical Thinking

Completed several projects related to Cybersecurity Analyst.","We are hiring a Web Developer.

Required Skills:
Node.js, JavaScript, REST API, Express, Bootstrap, CSS, React

Preferred Soft Skills:
Communication, Leadership

The candidate should work on real-world projects and collaborate
with team members.",Cybersecurity Analyst,,0,Weak Match
"Candidate applying for Web Developer.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
2 years experience

Technical Skills:
JavaScript, MongoDB, React, Node.js, Express

Soft Skills:
Critical Thinking, Teamwork

Completed several projects related to Web Developer.","We are hiring a Web Developer.

Required Skills:
JavaScript, MongoDB, React, Node.js, Bootstrap, HTML, CSS

Preferred Soft Skills:
Critical Thinking, Teamwork

The candidate should work on real-world projects and collaborate
with team members.",Web Developer,"JavaScript, MongoDB, React, Node.js",1,Medium Match
"Candidate applying for Cybersecurity Analyst.

Education:
Bachelor's degree in Computer Science

Experience:
6 months internship

Technical Skills:
Network Security, Penetration Testing, Incident Response, Ethical Hacking, Firewall, Cryptography, Linux

Soft Skills:
Leadership, Analytical Thinking

Completed several projects related to Cybersecurity Analyst.","We are hiring a Data Scientist.

Required Skills:
Scikit-learn, Statistics, NumPy, SQL, Data Visualization, Python, Pandas

Preferred Soft Skills:
Communication, Leadership

The candidate should work on real-world projects and collaborate
with team members.",Cybersecurity Analyst,,0,Weak Match
"Candidate applying for Software Engineer.

Education:
Bachelor's degree in Data Science

Experience:
3 years experience

Technical Skills:
Data Structures, Python, Git, REST API, OOP, Debugging, Testing

Soft Skills:
Communication, Problem Solving

Completed several projects related to Software Engineer.","We are hiring a Software Engineer.

Required Skills:
Data Structures, Python, Git, REST API, OOP, Debugging, Testing

Preferred Soft Skills:
Analytical Thinking, Communication

The candidate should work on real-world projects and collaborate
with team members.",Software Engineer,"Data Structures, Python, Git, REST API, OOP, Debugging, Testing",2,Strong Match
"Candidate applying for AI Engineer.

Education:
Master's degree in Artificial Intelligence

Experience:
1 year experience

Technical Skills:
TensorFlow, Python, Docker, PyTorch, Deep Learning

Soft Skills:
Leadership, Critical Thinking

Completed several projects related to AI Engineer.","We are hiring a AI Engineer.

Required Skills:
TensorFlow, Python, Docker, PyTorch, LLM, FastAPI, Transformers

Preferred Soft Skills:
Analytical Thinking, Leadership

The candidate should work on real-world projects and collaborate
with team members.",AI Engineer,"TensorFlow, Python, Docker, PyTorch",1,Medium Match
"Candidate applying for Data Analyst.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
2 years experience

Technical Skills:
Business Intelligence, Power BI, Tableau, Data Cleaning, Reporting, Statistics, SQL

Soft Skills:
Analytical Thinking, Critical Thinking

Completed several projects related to Data Analyst.","We are hiring a Data Analyst.

Required Skills:
Business Intelligence, Power BI, Tableau, Data Cleaning, Reporting, Statistics, SQL

Preferred Soft Skills:
Communication, Leadership

The candidate should work on real-world projects and collaborate
with team members.",Data Analyst,"Business Intelligence, Power BI, Tableau, Data Cleaning, Reporting, Statistics, SQL",2,Strong Match
"Candidate applying for Cloud Engineer.

Education:
Master's degree in Artificial Intelligence

Experience:
2 years experience

Technical Skills:
DevOps, Linux, AWS, Kubernetes, Terraform, Networking, Azure

Soft Skills:
Teamwork, Problem Solving

Completed several projects related to Cloud Engineer.","We are hiring a Cloud Engineer.

Required Skills:
DevOps, Linux, AWS, Kubernetes, Terraform, Networking, Azure

Preferred Soft Skills:
Analytical Thinking, Time Management

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,"DevOps, Linux, AWS, Kubernetes, Terraform, Networking, Azure",2,Strong Match
"Candidate applying for Cloud Engineer.

Education:
Bachelor's degree in Information Technology

Experience:
1 year experience

Technical Skills:
Linux, Networking, AWS, Kubernetes, Python, Azure, CI/CD

Soft Skills:
Analytical Thinking, Communication

Completed several projects related to Cloud Engineer.","We are hiring a Cloud Engineer.

Required Skills:
Linux, Networking, AWS, Kubernetes, Python, Azure, CI/CD

Preferred Soft Skills:
Analytical Thinking, Teamwork

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,"Linux, Networking, AWS, Kubernetes, Python, Azure, CI/CD",2,Strong Match
"Candidate applying for AI Engineer.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
Fresher

Technical Skills:
FastAPI, NLP, LLM, TensorFlow, Python

Soft Skills:
Time Management, Analytical Thinking

Completed several projects related to AI Engineer.","We are hiring a AI Engineer.

Required Skills:
FastAPI, NLP, LLM, TensorFlow, PyTorch, Docker, Computer Vision

Preferred Soft Skills:
Analytical Thinking, Time Management

The candidate should work on real-world projects and collaborate
with team members.",AI Engineer,"FastAPI, NLP, LLM, TensorFlow",1,Medium Match
"Candidate applying for Data Analyst.

Education:
Bachelor's degree in Data Science

Experience:
2 years experience

Technical Skills:
Tableau, Power BI, Reporting, Business Intelligence, Data Cleaning, Python, SQL

Soft Skills:
Analytical Thinking, Communication

Completed several projects related to Data Analyst.","We are hiring a Data Analyst.

Required Skills:
Tableau, Power BI, Reporting, Business Intelligence, Data Cleaning, Python, SQL

Preferred Soft Skills:
Analytical Thinking, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Data Analyst,"Tableau, Power BI, Reporting, Business Intelligence, Data Cleaning, Python, SQL",2,Strong Match
"Candidate applying for Data Scientist.

Education:
Bachelor's degree in Engineering

Experience:
3 years experience

Technical Skills:
Data Visualization, SQL, Python, Statistics, NumPy, Pandas, Machine Learning

Soft Skills:
Analytical Thinking, Communication

Completed several projects related to Data Scientist.","We are hiring a Cybersecurity Analyst.

Required Skills:
Linux, Ethical Hacking, SIEM, Cryptography, Firewall, Python, Incident Response

Preferred Soft Skills:
Problem Solving, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Data Scientist,,0,Weak Match
"Candidate applying for Web Developer.

Education:
Bachelor's degree in Data Science

Experience:
1 year experience

Technical Skills:
Git, HTML, REST API, MongoDB, Express, CSS, Bootstrap

Soft Skills:
Time Management, Analytical Thinking

Completed several projects related to Web Developer.","We are hiring a Cloud Engineer.

Required Skills:
Azure, AWS, Docker, Kubernetes, Python, Networking, DevOps

Preferred Soft Skills:
Leadership, Problem Solving

The candidate should work on real-world projects and collaborate
with team members.",Web Developer,,0,Weak Match
"Candidate applying for Software Engineer.

Education:
Bachelor's degree in Engineering

Experience:
2 years experience

Technical Skills:
REST API, Testing, Data Structures, C++, Java, Python, Algorithms

Soft Skills:
Leadership, Teamwork

Completed several projects related to Software Engineer.","We are hiring a Web Developer.

Required Skills:
REST API, Bootstrap, CSS, MongoDB, JavaScript, HTML, React

Preferred Soft Skills:
Teamwork, Communication

The candidate should work on real-world projects and collaborate
with team members.",Software Engineer,,0,Weak Match
"Candidate applying for Cloud Engineer.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
6 months internship

Technical Skills:
CI/CD, Networking, Kubernetes, Azure, Python, Terraform, AWS

Soft Skills:
Problem Solving, Time Management

Completed several projects related to Cloud Engineer.","We are hiring a Cloud Engineer.

Required Skills:
CI/CD, Networking, Kubernetes, Azure, Python, Terraform, AWS

Preferred Soft Skills:
Time Management, Problem Solving

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,"CI/CD, Networking, Kubernetes, Azure, Python, Terraform, AWS",2,Strong Match
"Candidate applying for Data Scientist.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
2 years experience

Technical Skills:
Deep Learning, Machine Learning, Scikit-learn, Pandas, Data Visualization

Soft Skills:
Communication, Analytical Thinking

Completed several projects related to Data Scientist.","We are hiring a Data Scientist.

Required Skills:
Deep Learning, Machine Learning, Scikit-learn, Pandas, NumPy, Python, Statistics

Preferred Soft Skills:
Leadership, Analytical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Data Scientist,"Deep Learning, Machine Learning, Scikit-learn, Pandas",1,Medium Match
"Candidate applying for Data Analyst.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
1 year experience

Technical Skills:
Pandas, Excel, Business Intelligence, SQL, Power BI

Soft Skills:
Leadership, Teamwork

Completed several projects related to Data Analyst.","We are hiring a Data Analyst.

Required Skills:
Pandas, Excel, Business Intelligence, SQL, Statistics, Python, Data Cleaning

Preferred Soft Skills:
Communication, Time Management

The candidate should work on real-world projects and collaborate
with team members.",Data Analyst,"Pandas, Excel, Business Intelligence, SQL",1,Medium Match
"Candidate applying for Software Engineer.

Education:
Bachelor's degree in Data Science

Experience:
2 years experience

Technical Skills:
Debugging, REST API, Algorithms, Java, Git, OOP, Python

Soft Skills:
Communication, Analytical Thinking

Completed several projects related to Software Engineer.","We are hiring a Software Engineer.

Required Skills:
Debugging, REST API, Algorithms, Java, Git, OOP, Python

Preferred Soft Skills:
Communication, Time Management

The candidate should work on real-world projects and collaborate
with team members.",Software Engineer,"Debugging, REST API, Algorithms, Java, Git, OOP, Python",2,Strong Match
"Candidate applying for AI Engineer.

Education:
Bachelor's degree in Information Technology

Experience:
3 years experience

Technical Skills:
Docker, LLM, Computer Vision, PyTorch, Python, TensorFlow, NLP

Soft Skills:
Problem Solving, Critical Thinking

Completed several projects related to AI Engineer.","We are hiring a Data Analyst.

Required Skills:
Excel, Pandas, Power BI, Statistics, Tableau, Reporting, Business Intelligence

Preferred Soft Skills:
Teamwork, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",AI Engineer,,0,Weak Match
"Candidate applying for Data Scientist.

Education:
Bachelor's degree in Engineering

Experience:
6 months internship

Technical Skills:
Python, Deep Learning, Machine Learning, NumPy, SQL, Pandas, Data Visualization

Soft Skills:
Leadership, Time Management

Completed several projects related to Data Scientist.","We are hiring a Cybersecurity Analyst.

Required Skills:
Ethical Hacking, Risk Assessment, Python, Linux, Penetration Testing, Cryptography, SIEM

Preferred Soft Skills:
Analytical Thinking, Communication

The candidate should work on real-world projects and collaborate
with team members.",Data Scientist,,0,Weak Match
